Rating;Title;Username;Date;Review
10;Old time classic;georgiafaniafro23;23 December 2020;Favourite christmas movie. Everybody watches this movie every Christmas!! 3 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink
8;The good old days;LuckyFour-LeafClover22;22 August 2021;The kid in me rates this a 10/10 but the grown up in me rates it a 6/10. So in fairness I balanced it out to 8/10.  Without giving too much a way as a kid the highlight of it was obviously Kevin's dealing with the crooks. Stuff like that seems silly to me now. But the movie still has stuff in it grown ups like me can like such as Kevin's friendship with his scary neighbor. It stands out all these years later as the films saving grace to me. 1 out of 1 found this helpful. Was this review helpful? Sign in to vote. Permalink
8;A CHRISTMAS CLASSIC;andrewchristianjr4;4 January 2020;A christmas classic since the moment it was released. Great comedy, sweet and funny. Never getting old. 1 out of 2 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;Holiday season must watch type of movie;kikiboo_824;24 November 2020;Warm, hilarious, lovely and absolutely perfect for the winter holidays season. Just sitting around, with a couple of snacks, lights on and wrapped into your favorite blanket. Heaven. 2 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink
no rating;A wonderful holiday film by the late John Hughes;4-Kane26;26 December 2020;If someone tells you to be careful what you wish for, you better take them seriously. After a tumultuous evening, Kevin McCallister (Macaulay Culkin) wishes he didn't have a family. The next day, he gets his wish when, in all the confusion, his family unknowingly leaves for the airport without him. He has the house to himself and enjoys his alone time to the fullest. Meanwhile, Kevin's family is already on the plane trip to Paris, France when they realize Kevin was left behind. As the family tries to get back home as soon as possible, Kevin has to contend with a duo of burglars (Joe Pesci and Daniel Stern), defending himself and his house against them while overcoming his fear of his old neighbor Marley, who has been the subject of false rumors.  The late movie writer/producer/director John Hughes made many great films, and Home Alone is no exception. Although I consider the Thanksgiving-themed Planes Trains & Automobiles to be the best holiday movie Hughes made, Home Alone is a wonderful Christmas movie. 1 out of 1 found this helpful. Was this review helpful? Sign in to vote. Permalink
7;A Hughes-Columbus Christmas Classic;gavin694225;25 December 2006;"After being accidentally left home alone by his family, Kevin McAllister (Macaulay Culkin) must defend his residence from the Wet Bandits (Daniel Stern and Joe Pesci), who are for some reason obsessed with the idea of hurting the little boy and stealing useless knick-knacks.  This film is a legend and a classic. Released in 1990, it captures both the more serious 1990s with the fun 1980s. Two 1980s masters come together to film this one: John Hughes as writer (""Sixteen Candles"", ""Pretty in Pink"", ""The Breakfast Club"") and Chris Columbus as director (""Adventures in Babysitting""). This makes for the perfect blend in young adult situation comedy.  This is the film that launched Macaulay Culkin's career. While he had previously appeared in ""Jacob's Ladder"" and ""Uncle Buck"", this was (and remains) his biggest and most cherished role. I would find it safe to say no film since has really captured the essence of Macaulay. While ""Saved"" and ""Party Monster"" are both (possibly) equally as good movies, they do not have the mass appeal of ""Home Alone"".  What is best about the film is its sense of fun. The plot really makes little sense. How does a family not notice they have an extra plane ticket or that a sibling is missing? Why would burglars break into a house where they can be identified? How can Joe Pesci get beat up relentlessly and not curse once? Is it possible to not have a single friend, family member or neighbor in all of Chicago? The ""Scream"" joke was used too much (four times). At least one, and probably two, instances could have been removed. Do we need to see a little boy twice getting burned by aftershave? Of course not. The repeated use of the ""keep the change you filthy animal"" joke seemed to work very well, though, strangely enough.  Overall, this is a great Christmas movie. Along with ""Die Hard"" this is one you really need to make sure you watch around the holidays, at least once. If you have never seen ""Home Alone"" you are one of five people on earth or something... it was a huge success. With good reason. So see it. 1 out of 4 found this helpful. Was this review helpful? Sign in to vote. Permalink"
10;"""I Made My Family Disappear!""";allmoviesfan30;30 October 2022;"The first of a string of classic Christmas movies made in the 1990's, features Macaulay Calkin Kevin McAlister, who - after an argument with his family and an ill-timed power outage - ends up being left at home whilst his parents, siblings and other relations fly to Paris. Prowling the very rich neighbourhood are two hapless, bumbling burglars, who decide fatefully that they'll break into the McAlister house and clean it out. Poor them, because Kevin - when he isn't shopping for groceries, cooking dinner and making friends with alleged killer Old Man Marley from across the road - sets out a series of booby traps that put the Wet Bandits through the ringer in all sorts of comedically violent ways. The scene where Marv steps on the nail never, ever fails to make me shiver. John Williams delivers a gem with ""Somewhere in My Memory,"" which is the film's orchestral theme, and how can you not love a movie with a John Candy cameo?  So many great scenes, with an overall message of the importance to family togetherness, especially at Christmastime.  So much fun. Every year. I know, because I watch it every year. 1 out of 2 found this helpful. Was this review helpful? Sign in to vote. Permalink"
no rating;a good comedy. and little more;Vincentiu13;13 October 2014;"one of the best comedies of ""90's. for the inspired use of clichés, for the fireworks of imaginations, for one of the most remarkable children actors of our time, for the delicacy of last part, for the powerful flavor of Christmas, family spirit, childhood. it is more than a movie but a kind of experience for its public . this status defines it with profound precision. because it is one of films who, after years, preserves, in perfect form, the image of a period, the traces of ""80's , the social change of ""90's, the manner to discover and understand the world, the courageous work to transform it. a comedy, of course. but not only one. maybe, useful support to remember an age. and its beautiful colors. 1 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink"
10;It still makes me laugh and it still makes me feel the Christmas spirit.;cricketbat21;21 September 2018;It's hard to separate my feelings when watching Home Alone now from the pure joy I felt when watching this movie as a kid. I know there are flaws, I know there are plot holes, and I know the acting is over-the-top at times, but I still love this movie. It still makes me laugh and it still makes me feel the Christmas spirit. I plan on making this film a holiday tradition as soon as my kids are old enough to know they shouldn't reenact certain scenes. 1 out of 3 found this helpful. Was this review helpful? Sign in to vote. Permalink
8;Holiday classic;RobTheWatcher11;11 December 2021;Home Alone stands alone as a completely unique and creative Christmas movie experience. The characters are so likable and the story is an everlasting classic. Potentially the best Christmas movie. 1 out of 2 found this helpful. Was this review helpful? Sign in to vote. Permalink
10;A childhood classic.;soopersparky-7823824;24 December 2020;What's not to like about this film. It's a Christmas classic that my children also love. I can watch this every year and it still makes me laugh and takes me back to my childhood. Enjoy. 2 out of 2 found this helpful. Was this review helpful? Sign in to vote. Permalink
